00000000 5
10000000 5
20000000 5
01000000 5
11000000 5
21000000 5
02000000 4
12000000 4
22000000 4
00100000 5
10100000 5
20100000 5
01100000 5
11100000 100
21100000 5
02100000 4
12100000 4
22100000 4
00200000 3
10200000 3
20200000 3
01200000 3
11200000 3
21200000 3
02200000 3
12200000 3
22200000 3
00010000 5
10010000 5
20010000 5
01010000 5
11010000 5
21010000 5
02010000 4
12010000 4
22010000 4
00110000 5
10110000 5
20110000 5
01110000 900
11110000 100000
21110000 5
02110000 4
12110000 4
22110000 4
00210000 3
10210000 3
20210000 3
01210000 3
11210000 3
21210000 3
02210000 3
12210000 3
22210000 3
00020000 0
10020000 0
20020000 0
01020000 0
11020000 0
21020000 0
02020000 0
12020000 0
22020000 0
00120000 0
10120000 0
20120000 0
01120000 0
11120000 0
21120000 0
02120000 0
12120000 0
22120000 0
00220000 0
10220000 0
20220000 0
01220000 0
11220000 0
21220000 0
02220000 940
12220000 0
22220000 950
00001000 5
10001000 5
20001000 5
01001000 5
11001000 5
21001000 5
02001000 4
12001000 4
22001000 4
00101000 5
10101000 5
20101000 5
01101000 5
11101000 100
21101000 5
02101000 4
12101000 4
22101000 4
00201000 3
10201000 3
20201000 3
01201000 3
11201000 3
21201000 3
02201000 3
12201000 3
22201000 3
00011000 5
10011000 5
20011000 5
01011000 5
11011000 5
21011000 5
02011000 4
12011000 4
22011000 4
00111000 900
10111000 900
20111000 900
01111000 100000
11111000 100000
21111000 100000
02111000 4
12111000 4
22111000 4
00211000 3
10211000 3
20211000 3
01211000 3
11211000 3
21211000 3
02211000 3
12211000 3
22211000 3
00021000 0
10021000 0
20021000 0
01021000 0
11021000 0
21021000 0
02021000 0
12021000 0
22021000 0
00121000 0
10121000 0
20121000 0
01121000 0
11121000 0
21121000 0
02121000 0
12121000 0
22121000 0
00221000 0
10221000 0
20221000 0
01221000 0
11221000 0
21221000 0
02221000 0
12221000 0
22221000 950
00002000 0
10002000 0
20002000 0
01002000 0
11002000 0
21002000 0
02002000 0
12002000 0
22002000 0
00102000 0
10102000 0
20102000 0
01102000 0
11102000 100
21102000 0
02102000 0
12102000 0
22102000 0
00202000 0
10202000 0
20202000 0
01202000 0
11202000 0
21202000 0
02202000 0
12202000 0
22202000 0
00012000 0
10012000 0
20012000 0
01012000 0
11012000 0
21012000 0
02012000 0
12012000 0
22012000 0
00112000 0
10112000 0
20112000 0
01112000 0
11112000 100000
21112000 0
02112000 0
12112000 0
22112000 0
00212000 0
10212000 0
20212000 0
01212000 0
11212000 0
21212000 0
02212000 0
12212000 0
22212000 0
00022000 0
10022000 0
20022000 0
01022000 0
11022000 0
21022000 0
02022000 0
12022000 0
22022000 0
00122000 0
10122000 0
20122000 0
01122000 0
11122000 0
21122000 0
02122000 0
12122000 0
22122000 0
00222000 940
10222000 940
20222000 940
01222000 940
11222000 940
21222000 940
02222000 950
12222000 950
22222000 950
00000100 5
10000100 5
20000100 5
01000100 5
11000100 5
21000100 5
02000100 4
12000100 4
22000100 4
00100100 5
10100100 5
20100100 5
01100100 5
11100100 100
21100100 5
02100100 4
12100100 4
22100100 4
00200100 3
10200100 3
20200100 3
01200100 3
11200100 3
21200100 3
02200100 3
12200100 3
22200100 3
00010100 5
10010100 5
20010100 5
01010100 5
11010100 5
21010100 5
02010100 4
12010100 4
22010100 4
00110100 5
10110100 5
20110100 5
01110100 900
11110100 100000
21110100 5
02110100 4
12110100 4
